"sessionid","applicationid","starttime","endtime","category","use","item","count","time"
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","property info","select parcel on map",,10,15092
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map tip","show tip",,51,7022
115,"GrotonMA","2011-08-03 17:07:30.108+00","2011-08-03 21:06:34.448+00","map tip","select parcel",,7,
117,"GrotonMA","2011-08-03 21:20:40.234+00","2011-08-03 21:22:29.938+00","property info","select parcel on map",,2,79
117,"GrotonMA","2011-08-03 21:20:40.234+00","2011-08-03 21:22:29.938+00","property info","get property data",,2,155
117,"GrotonMA","2011-08-03 21:20:40.234+00","2011-08-03 21:22:29.938+00","selection","select parcels",,2,155
118,"GrotonMA","2011-08-03 17:35:43.915+00","2011-08-03 21:30:32.048+00","map","show legend",,1,
120,"GrotonMA","2011-08-03 21:08:12.062+00","2011-08-03 21:33:54.972+00","map tip","show tip",,96,4574
120,"GrotonMA","2011-08-03 21:08:12.062+00","2011-08-03 21:33:54.972+00","property info","select parcel on map",,48,2493
120,"GrotonMA","2011-08-03 21:08:12.062+00","2011-08-03 21:33:54.972+00","property info","get property data",,35,1777
120,"GrotonMA","2011-08-03 21:08:12.062+00","2011-08-03 21:33:54.972+00","property info","open panel",,18,
120,"GrotonMA","2011-08-03 21:08:12.062+00","2011-08-03 21:33:54.972+00","selection","select parcels",,48,3569
120,"GrotonMA","2011-08-03 21:08:12.062+00","2011-08-03 21:33:54.972+00","selection","find abutters",,1,551
120,"GrotonMA","2011-08-03 21:08:12.062+00","2011-08-03 21:33:54.972+00","abutters","open panel",,1,
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","search","enter criteria",,2,
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","search","perform search",,8,2170
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","search","change page",,6,
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","search","select property",,1,
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","selection","select parcels",,17,2443
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","selection","find abutters",,1,202
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","property info","get property data",,17,1806
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","property info","open panel",,10,
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","property info","select parcel on map",,14,1196
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","map tip","show tip",,18,1682
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","map tip","select parcel",,2,
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","abutters","open panel",,1,
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","map","change base map","OpenStreetMap",1,
121,"GrotonMA","2011-08-04 01:45:27.236+00","2011-08-04 01:52:50.238+00","map","change base map","Aerial Photo",1,
122,"GrotonMA","2011-08-04 02:08:46.376+00","2011-08-04 02:10:09.685+00","search","enter criteria",,1,
122,"GrotonMA","2011-08-04 02:08:46.376+00","2011-08-04 02:10:09.685+00","search","perform search",,1,90
122,"GrotonMA","2011-08-04 02:08:46.376+00","2011-08-04 02:10:09.685+00","search","select property",,1,
122,"GrotonMA","2011-08-04 02:08:46.376+00","2011-08-04 02:10:09.685+00","selection","select parcels",,4,1656
122,"GrotonMA","2011-08-04 02:08:46.376+00","2011-08-04 02:10:09.685+00","property info","get property data",,4,1174
122,"GrotonMA","2011-08-04 02:08:46.376+00","2011-08-04 02:10:09.685+00","property info","open panel",,4,
122,"GrotonMA","2011-08-04 02:08:46.376+00","2011-08-04 02:10:09.685+00","property info","select parcel on map",,3,328
123,"GrotonMA","2011-08-04 11:42:22.108+00","2011-08-04 11:48:44.925+00","property info","select parcel on map",,27,2331
123,"GrotonMA","2011-08-04 11:42:22.108+00","2011-08-04 11:48:44.925+00","property info","get property data",,25,3780
123,"GrotonMA","2011-08-04 11:42:22.108+00","2011-08-04 11:48:44.925+00","property info","open panel",,25,
123,"GrotonMA","2011-08-04 11:42:22.108+00","2011-08-04 11:48:44.925+00","selection","select parcels",,27,2392
123,"GrotonMA","2011-08-04 11:42:22.108+00","2011-08-04 11:48:44.925+00","map tip","show tip",,23,2533
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","search","enter criteria",,1,
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","search","perform search",,1,88
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","search","select property",,1,
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","selection","select parcels",,10,880
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","selection","find abutters",,10,2063
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","property info","get property data",,10,1913
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","property info","open panel",,2,
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","property info","select parcel on map",,9,3781
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","map tip","show tip",,23,2150
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","abutters","open panel",,2,
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","map","change base map","Aerial Photo",1,
125,"GrotonMA","2011-08-04 13:54:42.476+00","2011-08-04 14:02:14.241+00","map","change thematic map","Wetlands",1,
126,"GrotonMA","2011-08-04 14:30:41.39+00","2011-08-04 14:33:56.671+00","search","enter criteria",,8,
126,"GrotonMA","2011-08-04 14:30:41.39+00","2011-08-04 14:33:56.671+00","search","perform search",,9,641
126,"GrotonMA","2011-08-04 14:30:41.39+00","2011-08-04 14:33:56.671+00","search","open panel",,2,
126,"GrotonMA","2011-08-04 14:30:41.39+00","2011-08-04 14:33:56.671+00","search","sort",,1,
126,"GrotonMA","2011-08-04 14:30:41.39+00","2011-08-04 14:33:56.671+00","map","show printable map form",,1,
126,"GrotonMA","2011-08-04 14:30:41.39+00","2011-08-04 14:33:56.671+00","property info","open panel",,1,
127,"GrotonMA","2011-08-04 15:08:48.291+00","2011-08-04 15:17:03.292+00","search","enter criteria",,8,
127,"GrotonMA","2011-08-04 15:08:48.291+00","2011-08-04 15:17:03.292+00","search","perform search",,8,1745
127,"GrotonMA","2011-08-04 15:08:48.291+00","2011-08-04 15:17:03.292+00","search","change page",,1,
127,"GrotonMA","2011-08-04 15:08:48.291+00","2011-08-04 15:17:03.292+00","search","select property",,1,
127,"GrotonMA","2011-08-04 15:08:48.291+00","2011-08-04 15:17:03.292+00","selection","select parcels",,1,203
127,"GrotonMA","2011-08-04 15:08:48.291+00","2011-08-04 15:17:03.292+00","property info","get property data",,1,546
127,"GrotonMA","2011-08-04 15:08:48.291+00","2011-08-04 15:17:03.292+00","property info","open panel",,1,
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","search","enter criteria",,15,
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","search","perform search",,15,2344
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","search","select property",,1,
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","selection","select parcels",,2,407
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","property info","get property data",,2,1125
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","property info","open panel",,1,
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","property info","select parcel on map",,1,171
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","map tip","show tip",,15,1311
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","map","show printable map form",,2,
128,"GrotonMA","2011-08-04 14:28:27.449+00","2011-08-04 16:02:03.126+00","map","create printable map",,2,
129,"GrotonMA","2011-08-04 14:56:07.301+00","2011-08-04 16:17:37.521+00","search","enter criteria",,2,
129,"GrotonMA","2011-08-04 14:56:07.301+00","2011-08-04 16:17:37.521+00","search","perform search",,2,987
129,"GrotonMA","2011-08-04 14:56:07.301+00","2011-08-04 16:17:37.521+00","map tip","show tip",,2,145
129,"GrotonMA","2011-08-04 14:56:07.301+00","2011-08-04 16:17:37.521+00","property info","select parcel on map",,5,385
129,"GrotonMA","2011-08-04 14:56:07.301+00","2011-08-04 16:17:37.521+00","property info","get property data",,5,365
129,"GrotonMA","2011-08-04 14:56:07.301+00","2011-08-04 16:17:37.521+00","property info","open panel",,5,
129,"GrotonMA","2011-08-04 14:56:07.301+00","2011-08-04 16:17:37.521+00","selection","select parcels",,5,376
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","search","enter criteria",,7,
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","search","perform search",,7,407
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","search","select property",,1,
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","search","select multiple properties",,2,
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","selection","select parcels",,63,3301
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","property info","get property data",,63,16000
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","property info","open panel",,2,
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","property info","select parcel on map",,60,15904
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","map tip","show tip",,215,26398
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","map","change base map","Aerial Photo",2,
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","map","change base map","OpenStreetMap",1,
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","map","change base map transparency",,3,
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","map","change thematic map transparency",,5,
130,"GrotonMA","2011-08-04 16:01:14.97+00","2011-08-04 16:32:25.627+00","map","show legend",,1,
131,"GrotonMA","2011-08-04 16:41:28.002+00","2011-08-04 16:43:52.699+00","search","enter criteria",,3,
131,"GrotonMA","2011-08-04 16:41:28.002+00","2011-08-04 16:43:52.699+00","search","perform search",,3,1082
131,"GrotonMA","2011-08-04 16:41:28.002+00","2011-08-04 16:43:52.699+00","search","select property",,1,
131,"GrotonMA","2011-08-04 16:41:28.002+00","2011-08-04 16:43:52.699+00","selection","select parcels",,1,83
131,"GrotonMA","2011-08-04 16:41:28.002+00","2011-08-04 16:43:52.699+00","property info","get property data",,1,4850
131,"GrotonMA","2011-08-04 16:41:28.002+00","2011-08-04 16:43:52.699+00","property info","open panel",,1,
131,"GrotonMA","2011-08-04 16:41:28.002+00","2011-08-04 16:43:52.699+00","map tip","show tip",,1,58
132,"GrotonMA","2011-08-04 16:44:02.351+00","2011-08-04 16:46:05.611+00","search","enter criteria",,1,
132,"GrotonMA","2011-08-04 16:44:02.351+00","2011-08-04 16:46:05.611+00","search","perform search",,1,61
132,"GrotonMA","2011-08-04 16:44:02.351+00","2011-08-04 16:46:05.611+00","search","select property",,1,
132,"GrotonMA","2011-08-04 16:44:02.351+00","2011-08-04 16:46:05.611+00","selection","select parcels",,1,52
132,"GrotonMA","2011-08-04 16:44:02.351+00","2011-08-04 16:46:05.611+00","property info","get property data",,1,5471
132,"GrotonMA","2011-08-04 16:44:02.351+00","2011-08-04 16:46:05.611+00","property info","open panel",,1,
132,"GrotonMA","2011-08-04 16:44:02.351+00","2011-08-04 16:46:05.611+00","map tip","show tip",,1,58
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","search","enter criteria",,11,
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","search","perform search",,11,3030
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","search","select property",,2,
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","selection","select parcels",,3,454
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","selection","find abutters",,1,406
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","property info","get property data",,3,686
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","property info","open panel",,2,
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","property info","select parcel on map",,1,47
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","map tip","show tip",,9,560
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","abutters","open panel",,1,
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","map","pick measure area tool",,1,
133,"GrotonMA","2011-08-04 17:11:50.976+00","2011-08-04 17:28:09.995+00","map","pick identify tool",,1,
134,"GrotonMA","2011-08-04 17:57:27.015+00","2011-08-04 17:57:59.842+00","search","open panel",,1,
134,"GrotonMA","2011-08-04 17:57:27.015+00","2011-08-04 17:57:59.842+00","search","enter criteria",,3,
134,"GrotonMA","2011-08-04 17:57:27.015+00","2011-08-04 17:57:59.842+00","search","perform search",,3,203
134,"GrotonMA","2011-08-04 17:57:27.015+00","2011-08-04 17:57:59.842+00","search","select property",,1,
134,"GrotonMA","2011-08-04 17:57:27.015+00","2011-08-04 17:57:59.842+00","selection","select parcels",,1,140
134,"GrotonMA","2011-08-04 17:57:27.015+00","2011-08-04 17:57:59.842+00","property info","get property data",,1,500
134,"GrotonMA","2011-08-04 17:57:27.015+00","2011-08-04 17:57:59.842+00","property info","open panel",,1,
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","search","enter criteria",,7,
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","search","perform search",,7,374
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","search","select property",,3,
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","search","open panel",,1,
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","selection","select parcels",,4,261
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","property info","get property data",,4,406
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","property info","open panel",,5,
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","map tip","show tip",,11,600
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","map tip","select parcel",,1,
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","client info","show comments form",,1,
135,"GrotonMA","2011-08-04 18:56:53.305+00","2011-08-04 19:00:55.354+00","map","change thematic map","Land Conservation",1,
136,"GrotonMA","2011-08-04 19:06:05.554+00","2011-08-04 19:09:46.716+00","search","enter criteria",,10,
136,"GrotonMA","2011-08-04 19:06:05.554+00","2011-08-04 19:09:46.716+00","search","perform search",,11,641
136,"GrotonMA","2011-08-04 19:06:05.554+00","2011-08-04 19:09:46.716+00","search","sort",,1,
136,"GrotonMA","2011-08-04 19:06:05.554+00","2011-08-04 19:09:46.716+00","map","show printable map form",,1,
136,"GrotonMA","2011-08-04 19:06:05.554+00","2011-08-04 19:09:46.716+00","map","change base map","OpenStreetMap",1,
136,"GrotonMA","2011-08-04 19:06:05.554+00","2011-08-04 19:09:46.716+00","map","change base map","Aerial Photo",1,
136,"GrotonMA","2011-08-04 19:06:05.554+00","2011-08-04 19:09:46.716+00","map","change base map","Base Map",1,
136,"GrotonMA","2011-08-04 19:06:05.554+00","2011-08-04 19:09:46.716+00","map","change base map","MapQuest",1,
137,"GrotonMA","2011-08-04 19:39:37.066+00","2011-08-04 19:42:27.724+00","search","enter criteria",,4,
137,"GrotonMA","2011-08-04 19:39:37.066+00","2011-08-04 19:42:27.724+00","search","perform search",,4,208
137,"GrotonMA","2011-08-04 19:39:37.066+00","2011-08-04 19:42:27.724+00","search","select property",,1,
137,"GrotonMA","2011-08-04 19:39:37.066+00","2011-08-04 19:42:27.724+00","selection","select parcels",,1,57
137,"GrotonMA","2011-08-04 19:39:37.066+00","2011-08-04 19:42:27.724+00","property info","get property data",,1,252
137,"GrotonMA","2011-08-04 19:39:37.066+00","2011-08-04 19:42:27.724+00","property info","open panel",,1,
137,"GrotonMA","2011-08-04 19:39:37.066+00","2011-08-04 19:42:27.724+00","map tip","show tip",,2,206
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","search","enter criteria",,5,
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","search","perform search",,5,259
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","search","select property",,1,
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","selection","select parcels",,18,223618
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","selection","find abutters",,11,62771
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","property info","get property data",,18,115574
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","property info","open panel",,4,
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","property info","select parcel on map",,17,376727
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","map tip","show tip",,116,12000
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","abutters","open panel",,1,
138,"GrotonMA","2011-08-04 19:37:46.899+00","2011-08-04 19:49:29.528+00","map","change base map","Aerial Photo",1,
139,"GrotonMA","2011-08-04 20:08:41.032+00","2011-08-04 20:09:11.307+00","search","open panel",,1,
139,"GrotonMA","2011-08-04 20:08:41.032+00","2011-08-04 20:09:11.307+00","search","enter criteria",,1,
139,"GrotonMA","2011-08-04 20:08:41.032+00","2011-08-04 20:09:11.307+00","search","perform search",,1,113
139,"GrotonMA","2011-08-04 20:08:41.032+00","2011-08-04 20:09:11.307+00","search","select property",,1,
139,"GrotonMA","2011-08-04 20:08:41.032+00","2011-08-04 20:09:11.307+00","selection","select parcels",,4,400
139,"GrotonMA","2011-08-04 20:08:41.032+00","2011-08-04 20:09:11.307+00","property info","get property data",,4,670
139,"GrotonMA","2011-08-04 20:08:41.032+00","2011-08-04 20:09:11.307+00","property info","open panel",,1,
139,"GrotonMA","2011-08-04 20:08:41.032+00","2011-08-04 20:09:11.307+00","property info","select parcel on map",,3,220
140,"GrotonMA","2011-08-04 20:09:07.75+00","2011-08-04 20:10:55.134+00","search","enter criteria",,14,
140,"GrotonMA","2011-08-04 20:09:07.75+00","2011-08-04 20:10:55.134+00","search","perform search",,11,842
140,"GrotonMA","2011-08-04 20:09:07.75+00","2011-08-04 20:10:55.134+00","search","sort",,2,
141,"GrotonMA","2011-08-04 20:04:54.028+00","2011-08-04 20:11:44.682+00","property info","select parcel on map",,2,339
141,"GrotonMA","2011-08-04 20:04:54.028+00","2011-08-04 20:11:44.682+00","property info","get property data",,2,673
141,"GrotonMA","2011-08-04 20:04:54.028+00","2011-08-04 20:11:44.682+00","selection","select parcels",,2,214
141,"GrotonMA","2011-08-04 20:04:54.028+00","2011-08-04 20:11:44.682+00","map tip","show tip",,56,3368
141,"GrotonMA","2011-08-04 20:04:54.028+00","2011-08-04 20:11:44.682+00","map","change base map","Aerial Photo",1,
142,"GrotonMA","2011-08-04 20:14:05.092+00","2011-08-04 20:15:02.316+00","map tip","show tip",,2,367
142,"GrotonMA","2011-08-04 20:14:05.092+00","2011-08-04 20:15:02.316+00","property info","select parcel on map",,1,100
142,"GrotonMA","2011-08-04 20:14:05.092+00","2011-08-04 20:15:02.316+00","property info","get property data",,1,651
142,"GrotonMA","2011-08-04 20:14:05.092+00","2011-08-04 20:15:02.316+00","selection","select parcels",,1,49
143,"GrotonMA","2011-08-04 19:00:47.351+00","2011-08-04 21:29:08.074+00","map","show legend",,1,
144,"GrotonMA","2011-08-04 13:50:13.849+00","2011-08-04 21:41:22.253+00","property info","select parcel on map",,11,890
144,"GrotonMA","2011-08-04 13:50:13.849+00","2011-08-04 21:41:22.253+00","property info","get property data",,11,1375
144,"GrotonMA","2011-08-04 13:50:13.849+00","2011-08-04 21:41:22.253+00","property info","open panel",,3,
144,"GrotonMA","2011-08-04 13:50:13.849+00","2011-08-04 21:41:22.253+00","selection","select parcels",,11,1336
144,"GrotonMA","2011-08-04 13:50:13.849+00","2011-08-04 21:41:22.253+00","map tip","show tip",,15,1831
145,"GrotonMA","2011-08-04 21:57:24.635+00","2011-08-04 21:58:31.679+00","map tip","show tip",,2,112
145,"GrotonMA","2011-08-04 21:57:24.635+00","2011-08-04 21:58:31.679+00","property info","select parcel on map",,2,93
145,"GrotonMA","2011-08-04 21:57:24.635+00","2011-08-04 21:58:31.679+00","property info","get property data",,2,138
145,"GrotonMA","2011-08-04 21:57:24.635+00","2011-08-04 21:58:31.679+00","property info","open panel",,2,
145,"GrotonMA","2011-08-04 21:57:24.635+00","2011-08-04 21:58:31.679+00","selection","select parcels",,2,95
148,"GrotonMA","2011-08-04 21:59:11.181+00","2011-08-04 22:00:13.619+00","property info","select parcel on map",,3,143
148,"GrotonMA","2011-08-04 21:59:11.181+00","2011-08-04 22:00:13.619+00","property info","get property data",,3,343
148,"GrotonMA","2011-08-04 21:59:11.181+00","2011-08-04 22:00:13.619+00","property info","open panel",,2,
148,"GrotonMA","2011-08-04 21:59:11.181+00","2011-08-04 22:00:13.619+00","selection","select parcels",,3,144
148,"GrotonMA","2011-08-04 21:59:11.181+00","2011-08-04 22:00:13.619+00","map tip","show tip",,4,213
150,"GrotonMA","2011-08-05 02:47:56.709+00","2011-08-05 03:03:10.047+00","map","change thematic map transparency",,3,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","map","change base map","Aerial Photo",2,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","map","change base map","Base Map",1,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","map","change thematic map","Zones and Districts",1,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","map","change thematic map","none",1,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","property info","select parcel on map",,1,750
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","property info","get property data",,3,2736
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","property info","open panel",,3,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","selection","select parcels",,3,1469
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","search","open panel",,2,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","search","enter criteria",,8,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","search","perform search",,7,1079
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","search","select property",,2,
151,"GrotonMA","2011-08-05 11:31:43.605+00","2011-08-05 11:42:34.461+00","map tip","show tip",,1,156
152,"GrotonMA","2011-08-05 12:01:56.989+00","2011-08-05 12:03:03.711+00","search","enter criteria",,2,
152,"GrotonMA","2011-08-05 12:01:56.989+00","2011-08-05 12:03:03.711+00","search","perform search",,2,102
153,"GrotonMA","2011-08-05 12:08:37.705+00","2011-08-05 12:09:11.576+00","search","enter criteria",,5,
153,"GrotonMA","2011-08-05 12:08:37.705+00","2011-08-05 12:09:11.576+00","search","perform search",,4,523
153,"GrotonMA","2011-08-05 12:08:37.705+00","2011-08-05 12:09:11.576+00","search","select property",,1,
153,"GrotonMA","2011-08-05 12:08:37.705+00","2011-08-05 12:09:11.576+00","selection","select parcels",,2,201
153,"GrotonMA","2011-08-05 12:08:37.705+00","2011-08-05 12:09:11.576+00","property info","get property data",,2,893
153,"GrotonMA","2011-08-05 12:08:37.705+00","2011-08-05 12:09:11.576+00","property info","open panel",,1,
153,"GrotonMA","2011-08-05 12:08:37.705+00","2011-08-05 12:09:11.576+00","property info","select parcel on map",,1,76
153,"GrotonMA","2011-08-05 12:08:37.705+00","2011-08-05 12:09:11.576+00","map tip","show tip",,2,159
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","search","enter criteria",,2,
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","search","perform search",,2,844
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","search","select property",,1,
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","search","open panel",,2,
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","search","select multiple properties",,1,
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","selection","select parcels",,3,2405
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","property info","get property data",,3,1563
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","property info","open panel",,3,
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","property info","select parcel on map",,1,234
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","map","change base map","Aerial Photo",1,
154,"GrotonMA","2011-08-05 13:18:00.643+00","2011-08-05 13:26:44.697+00","map tip","show tip",,11,1002
156,"GrotonMA","2011-08-06 04:48:52.399+00","2011-08-06 04:53:51.403+00","property info","open panel",,3,
156,"GrotonMA","2011-08-06 04:48:52.399+00","2011-08-06 04:53:51.403+00","search","enter criteria",,14,
156,"GrotonMA","2011-08-06 04:48:52.399+00","2011-08-06 04:53:51.403+00","search","perform search",,19,1032
156,"GrotonMA","2011-08-06 04:48:52.399+00","2011-08-06 04:53:51.403+00","search","open panel",,2,
156,"GrotonMA","2011-08-06 04:48:52.399+00","2011-08-06 04:53:51.403+00","search","sort",,3,
156,"GrotonMA","2011-08-06 04:48:52.399+00","2011-08-06 04:53:51.403+00","search","change page",,4,
157,"GrotonMA","2011-08-06 04:54:24.739+00","2011-08-06 04:55:03.224+00","search","open panel",,1,
157,"GrotonMA","2011-08-06 04:54:24.739+00","2011-08-06 04:55:03.224+00","search","enter criteria",,3,
157,"GrotonMA","2011-08-06 04:54:24.739+00","2011-08-06 04:55:03.224+00","search","perform search",,3,141
158,"GrotonMA","2011-08-05 13:48:56.008+00","2011-08-05 14:17:34.184+00","search","enter criteria",,11,
